player,player_id,ab,ao,avg,babip,bb,cs,d,g,gidp,gidp_opp,go,go_ao,h,hbp,hfly,hgnd,hldr,hpop,hr,ibb,league,league_full,league_id,league_short,lob,np,obp,ops,player_id,ppa,r,rbi,roe,sac,sb,season,sf,slg,so,sport,sport_code,sport_id,t,tb,team_abbrev,team_full,team_id,team_seq,team_short,tpa,wo,xbh
Jose Abreu,547989,621,158,.304,.330,35,0,43,156,21,108,180,1.14,189,15,31,67,90,1,33,6,AL,American League,103,American,222,2560,.354,.906,547989,3.79,95,102,7,0,3,2017,4,.552,119,MLB,mlb,1,6,343,CWS,Chicago White Sox,145,1,Chi White Sox,675,1,82
